review_text,date,category,rating,helpful_votes
Terrible customer service.,2024-05-14,Automotive,3,15
Terrible customer service.,2024-07-29,Books,3,16
Fantastic! Highly recommend.,2023-09-13,Electronics,2,0
Fantastic! Highly recommend.,2024-07-04,Automotive,3,18
The item arrived late and was damaged.,2024-06-04,Clothing,2,16
The item arrived late and was damaged.,2023-12-01,Books,2,13
Not worth the money. Very disappointed.,2023-10-25,Clothing,4,7
The item arrived late and was damaged.,2024-01-15,Automotive,1,9
I am very happy with this purchase.,2024-01-02,Electronics,1,16
Will definitely buy from this seller again.,2023-10-24,Electronics,3,2
I am very happy with this purchase.,2024-04-12,Health & Beauty,1,18
"Great quality, will buy again.",2024-07-27,Office Supplies,2,18
This product exceeded my expectations!,2024-03-26,Toys,4,5
"Great quality, will buy again.",2024-07-30,Books,1,20
Excellent value for money.,2024-02-05,Office Supplies,1,5
The worst product I have ever bought.,2024-07-30,Electronics,5,4
I am very happy with this purchase.,2023-09-20,Home & Garden,2,14
I am very happy with this purchase.,2024-02-19,Health & Beauty,3,9
Terrible customer service.,2023-10-15,Toys,1,5
Terrible customer service.,2024-08-12,Automotive,4,9
Fantastic! Highly recommend.,2024-07-24,Toys,3,5
Excellent value for money.,2024-05-03,Office Supplies,2,16
I am very happy with this purchase.,2024-03-16,Toys,3,16
Fantastic! Highly recommend.,2024-07-05,Office Supplies,3,4
Fantastic! Highly recommend.,2024-04-29,Health & Beauty,3,3
Will definitely buy from this seller again.,2024-07-16,Electronics,5,4
This product exceeded my expectations!,2023-12-02,Automotive,3,15
Will definitely buy from this seller again.,2023-12-26,Books,2,15
Excellent value for money.,2023-12-31,Toys,2,10
Will definitely buy from this seller again.,2023-08-31,Home & Garden,4,18
Terrible customer service.,2024-06-03,Sports,3,13
Terrible customer service.,2023-11-04,Toys,3,1
Fantastic! Highly recommend.,2024-04-04,Toys,3,20
"Great quality, will buy again.",2024-02-25,Toys,1,1
The item arrived late and was damaged.,2023-11-20,Automotive,4,10
Terrible customer service.,2023-11-13,Electronics,5,16
Not worth the money. Very disappointed.,2023-10-05,Books,5,20
"Great quality, will buy again.",2024-05-29,Books,1,2
The worst product I have ever bought.,2023-09-30,Electronics,3,8
"Great quality, will buy again.",2023-11-05,Books,4,9
The item arrived late and was damaged.,2024-07-01,Office Supplies,1,7
Terrible customer service.,2024-03-26,Toys,3,3
I am very happy with this purchase.,2023-09-12,Clothing,3,18
Will definitely buy from this seller again.,2024-02-12,Books,3,2
"Great quality, will buy again.",2024-04-07,Automotive,4,20
Will definitely buy from this seller again.,2024-06-22,Clothing,4,18
Not worth the money. Very disappointed.,2023-09-21,Sports,1,6
Not worth the money. Very disappointed.,2023-09-24,Health & Beauty,5,18
Excellent value for money.,2024-05-08,Electronics,1,3
This product exceeded my expectations!,2024-07-18,Sports,5,19
Excellent value for money.,2024-04-07,Automotive,4,12
This product exceeded my expectations!,2024-05-05,Health & Beauty,4,18
I am very happy with this purchase.,2023-12-04,Books,5,18
The item arrived late and was damaged.,2024-01-01,Office Supplies,3,16
Excellent value for money.,2024-04-01,Automotive,2,1
Not worth the money. Very disappointed.,2023-10-13,Home & Garden,4,13
The worst product I have ever bought.,2024-02-27,Books,1,8
I am very happy with this purchase.,2023-09-26,Clothing,1,1
I am very happy with this purchase.,2024-02-05,Automotive,1,3
This product exceeded my expectations!,2024-01-18,Clothing,1,9
Will definitely buy from this seller again.,2024-04-07,Health & Beauty,4,5
Fantastic! Highly recommend.,2023-11-12,Home & Garden,3,17
This product exceeded my expectations!,2023-12-31,Health & Beauty,3,8
"Great quality, will buy again.",2024-07-21,Sports,5,18
Excellent value for money.,2023-11-17,Home & Garden,5,13
"Great quality, will buy again.",2024-08-09,Electronics,1,18
Fantastic! Highly recommend.,2023-12-15,Books,1,4
Not worth the money. Very disappointed.,2024-02-02,Automotive,5,16
The worst product I have ever bought.,2024-01-08,Health & Beauty,5,19
I am very happy with this purchase.,2024-05-17,Electronics,1,3
The worst product I have ever bought.,2024-06-04,Automotive,5,19
I am very happy with this purchase.,2023-08-30,Books,2,18
Not worth the money. Very disappointed.,2023-12-04,Toys,2,15
Not worth the money. Very disappointed.,2023-09-29,Toys,5,12
Fantastic! Highly recommend.,2024-07-28,Clothing,1,13
"Great quality, will buy again.",2023-12-18,Sports,4,7
This product exceeded my expectations!,2023-11-21,Sports,4,1
Not worth the money. Very disappointed.,2023-08-19,Health & Beauty,1,17
The item arrived late and was damaged.,2024-05-31,Automotive,5,9
The item arrived late and was damaged.,2024-01-22,Books,2,12
The worst product I have ever bought.,2024-07-04,Sports,3,6
Will definitely buy from this seller again.,2023-09-02,Toys,5,3
"Great quality, will buy again.",2024-02-23,Office Supplies,1,4
I am very happy with this purchase.,2023-11-05,Automotive,3,2
This product exceeded my expectations!,2023-11-14,Clothing,4,0
"Great quality, will buy again.",2024-06-01,Clothing,1,1
Terrible customer service.,2024-03-03,Electronics,3,19
This product exceeded my expectations!,2023-11-04,Books,5,3
This product exceeded my expectations!,2024-01-06,Books,2,12
Fantastic! Highly recommend.,2024-02-21,Sports,5,8
The item arrived late and was damaged.,2023-12-31,Toys,3,0
This product exceeded my expectations!,2024-02-27,Automotive,5,15
Will definitely buy from this seller again.,2024-01-04,Books,4,4
Will definitely buy from this seller again.,2024-01-20,Home & Garden,4,4
The worst product I have ever bought.,2024-06-20,Electronics,4,18
The worst product I have ever bought.,2024-06-26,Health & Beauty,3,5
"Great quality, will buy again.",2024-03-12,Office Supplies,4,7
"Great quality, will buy again.",2023-08-19,Home & Garden,2,12
Terrible customer service.,2024-01-06,Home & Garden,5,16
This product exceeded my expectations!,2023-10-19,Toys,4,15
Excellent value for money.,2024-02-11,Toys,1,17
The worst product I have ever bought.,2024-07-18,Sports,5,18
I am very happy with this purchase.,2024-08-14,Books,1,5
I am very happy with this purchase.,2024-03-04,Health & Beauty,2,17
The worst product I have ever bought.,2024-03-26,Automotive,3,19
The worst product I have ever bought.,2023-11-14,Sports,5,2
Will definitely buy from this seller again.,2024-07-11,Books,1,7
I am very happy with this purchase.,2024-05-14,Toys,3,14
Terrible customer service.,2024-01-07,Books,4,16
Fantastic! Highly recommend.,2023-10-01,Electronics,3,9
I am very happy with this purchase.,2024-05-26,Books,4,3
The item arrived late and was damaged.,2023-09-21,Office Supplies,3,1
Fantastic! Highly recommend.,2024-01-20,Books,5,18
Fantastic! Highly recommend.,2023-12-28,Home & Garden,4,1
The worst product I have ever bought.,2023-12-29,Office Supplies,5,3
Not worth the money. Very disappointed.,2024-05-19,Sports,1,16
The item arrived late and was damaged.,2024-02-17,Home & Garden,3,9
Excellent value for money.,2023-12-16,Clothing,3,9
The item arrived late and was damaged.,2024-02-17,Toys,5,19
Not worth the money. Very disappointed.,2024-02-09,Clothing,4,18
The worst product I have ever bought.,2023-08-24,Sports,1,2
"Great quality, will buy again.",2024-02-15,Health & Beauty,1,1
The item arrived late and was damaged.,2024-05-09,Automotive,2,8
This product exceeded my expectations!,2023-10-23,Health & Beauty,5,4
I am very happy with this purchase.,2024-07-13,Sports,2,19
Terrible customer service.,2024-08-10,Sports,4,15
Not worth the money. Very disappointed.,2024-03-21,Sports,4,16
The worst product I have ever bought.,2023-10-16,Health & Beauty,3,2
Will definitely buy from this seller again.,2023-11-02,Home & Garden,5,7
This product exceeded my expectations!,2023-12-30,Office Supplies,2,7
Not worth the money. Very disappointed.,2023-10-07,Automotive,3,0
Not worth the money. Very disappointed.,2024-01-16,Sports,5,0
I am very happy with this purchase.,2024-01-16,Automotive,3,3
I am very happy with this purchase.,2023-09-04,Toys,2,0
Fantastic! Highly recommend.,2024-06-02,Sports,5,8
This product exceeded my expectations!,2023-12-31,Home & Garden,5,14
I am very happy with this purchase.,2023-09-22,Office Supplies,1,2
Terrible customer service.,2023-09-13,Books,5,15
Terrible customer service.,2024-03-29,Automotive,3,16
"Great quality, will buy again.",2024-07-25,Home & Garden,3,8
The worst product I have ever bought.,2024-03-04,Home & Garden,2,3
The worst product I have ever bought.,2024-02-03,Home & Garden,5,20
Not worth the money. Very disappointed.,2024-06-26,Office Supplies,3,7
Excellent value for money.,2024-06-30,Home & Garden,4,7
The worst product I have ever bought.,2024-04-16,Books,5,10
"Great quality, will buy again.",2024-06-02,Books,1,16
I am very happy with this purchase.,2024-02-03,Toys,1,18
I am very happy with this purchase.,2024-05-27,Books,4,20
Excellent value for money.,2023-08-25,Office Supplies,2,14
Terrible customer service.,2023-11-01,Toys,2,15
Fantastic! Highly recommend.,2024-02-09,Health & Beauty,5,14
Not worth the money. Very disappointed.,2024-07-26,Automotive,3,18
Not worth the money. Very disappointed.,2024-05-28,Sports,3,14
Terrible customer service.,2024-08-02,Office Supplies,2,7
The worst product I have ever bought.,2024-01-28,Sports,1,20
Excellent value for money.,2023-10-15,Office Supplies,3,1
I am very happy with this purchase.,2024-06-16,Clothing,4,17
The item arrived late and was damaged.,2023-10-08,Home & Garden,2,14
Excellent value for money.,2023-09-27,Sports,3,1
I am very happy with this purchase.,2023-10-28,Toys,3,14
Excellent value for money.,2024-06-23,Books,3,17
This product exceeded my expectations!,2024-05-25,Electronics,3,5
The worst product I have ever bought.,2023-08-26,Books,1,5
Terrible customer service.,2023-10-05,Health & Beauty,4,5
Fantastic! Highly recommend.,2024-08-02,Health & Beauty,4,11
Fantastic! Highly recommend.,2023-09-29,Home & Garden,1,5
"Great quality, will buy again.",2023-12-16,Office Supplies,3,11
Fantastic! Highly recommend.,2024-06-14,Toys,1,1
I am very happy with this purchase.,2024-02-14,Clothing,3,3
The item arrived late and was damaged.,2023-11-10,Sports,4,8
Excellent value for money.,2023-10-25,Sports,3,12
Will definitely buy from this seller again.,2024-04-28,Automotive,1,16
Will definitely buy from this seller again.,2024-07-18,Toys,4,20
Terrible customer service.,2024-02-26,Home & Garden,4,7
I am very happy with this purchase.,2024-04-14,Health & Beauty,2,2
I am very happy with this purchase.,2023-10-17,Health & Beauty,1,2
The item arrived late and was damaged.,2023-11-26,Clothing,3,4
I am very happy with this purchase.,2024-03-20,Sports,3,7
Fantastic! Highly recommend.,2024-05-02,Electronics,1,18
Fantastic! Highly recommend.,2024-06-25,Books,4,16
Excellent value for money.,2023-11-23,Sports,3,15
Excellent value for money.,2023-11-10,Health & Beauty,4,5
Excellent value for money.,2024-04-25,Office Supplies,1,11
This product exceeded my expectations!,2024-05-05,Health & Beauty,5,20
Will definitely buy from this seller again.,2024-07-17,Sports,1,17
"Great quality, will buy again.",2024-02-01,Office Supplies,2,6
The worst product I have ever bought.,2023-08-20,Office Supplies,5,17
Terrible customer service.,2024-04-04,Home & Garden,3,2
Fantastic! Highly recommend.,2024-06-06,Clothing,3,16
Terrible customer service.,2024-02-16,Clothing,1,8
Excellent value for money.,2024-02-09,Toys,1,11
This product exceeded my expectations!,2023-12-06,Toys,5,15
This product exceeded my expectations!,2023-11-30,Home & Garden,4,13
The item arrived late and was damaged.,2024-04-09,Home & Garden,2,15
Fantastic! Highly recommend.,2023-10-11,Clothing,2,20
"Great quality, will buy again.",2024-03-31,Books,4,11
The worst product I have ever bought.,2024-01-23,Electronics,1,14
"Great quality, will buy again.",2023-11-30,Office Supplies,3,12
Terrible customer service.,2023-11-28,Sports,5,11
Fantastic! Highly recommend.,2024-08-03,Office Supplies,2,0
"Great quality, will buy again.",2023-09-30,Clothing,1,9
This product exceeded my expectations!,2024-06-30,Clothing,5,3
This product exceeded my expectations!,2023-12-10,Sports,2,19
The item arrived late and was damaged.,2024-01-24,Electronics,3,15
I am very happy with this purchase.,2023-10-08,Automotive,2,6
Excellent value for money.,2024-08-02,Clothing,5,14
Fantastic! Highly recommend.,2024-06-27,Office Supplies,4,13
This product exceeded my expectations!,2024-06-14,Electronics,5,12
The item arrived late and was damaged.,2024-06-20,Health & Beauty,1,7
Terrible customer service.,2023-10-19,Electronics,1,17
I am very happy with this purchase.,2023-09-18,Clothing,4,0
I am very happy with this purchase.,2023-12-29,Automotive,4,3
The worst product I have ever bought.,2024-02-28,Sports,1,12
The worst product I have ever bought.,2024-02-16,Home & Garden,5,7
I am very happy with this purchase.,2024-02-05,Books,3,18
"Great quality, will buy again.",2024-04-22,Toys,4,6
Excellent value for money.,2024-06-28,Office Supplies,3,8
"Great quality, will buy again.",2024-02-12,Office Supplies,3,9
Will definitely buy from this seller again.,2024-02-28,Clothing,5,6
The worst product I have ever bought.,2024-03-10,Office Supplies,1,13
The item arrived late and was damaged.,2024-03-01,Electronics,3,7
The item arrived late and was damaged.,2023-10-11,Automotive,3,17
"Great quality, will buy again.",2024-04-18,Clothing,3,17
This product exceeded my expectations!,2024-01-30,Home & Garden,2,16
Will definitely buy from this seller again.,2024-03-30,Books,5,9
Fantastic! Highly recommend.,2024-02-26,Clothing,5,15
Terrible customer service.,2023-12-15,Clothing,1,10
I am very happy with this purchase.,2024-06-16,Toys,4,1
Not worth the money. Very disappointed.,2024-08-01,Clothing,2,15
The worst product I have ever bought.,2023-11-22,Electronics,3,1
Excellent value for money.,2023-11-14,Clothing,5,10
Terrible customer service.,2023-08-24,Health & Beauty,2,9
Excellent value for money.,2024-06-25,Electronics,3,15
The worst product I have ever bought.,2024-06-04,Electronics,1,0
Excellent value for money.,2023-10-24,Toys,3,9
The worst product I have ever bought.,2024-04-05,Home & Garden,2,16
Not worth the money. Very disappointed.,2024-01-29,Automotive,4,17
Not worth the money. Very disappointed.,2024-02-26,Electronics,3,13
Will definitely buy from this seller again.,2024-06-14,Automotive,2,10
The item arrived late and was damaged.,2023-11-02,Clothing,3,5
Terrible customer service.,2023-12-02,Automotive,1,6
"Great quality, will buy again.",2024-07-29,Office Supplies,3,14
The item arrived late and was damaged.,2024-06-11,Office Supplies,4,17
The item arrived late and was damaged.,2024-06-30,Sports,2,11
I am very happy with this purchase.,2023-10-17,Home & Garden,1,16
The worst product I have ever bought.,2024-06-24,Home & Garden,1,11
"Great quality, will buy again.",2023-10-02,Clothing,1,5
"Great quality, will buy again.",2023-10-26,Clothing,4,13
The item arrived late and was damaged.,2024-08-03,Electronics,4,0
Excellent value for money.,2023-11-15,Health & Beauty,2,7
Fantastic! Highly recommend.,2024-07-02,Health & Beauty,1,5
Will definitely buy from this seller again.,2023-12-09,Clothing,3,0
The worst product I have ever bought.,2024-06-04,Home & Garden,4,11
Terrible customer service.,2023-10-18,Electronics,3,4
Terrible customer service.,2024-05-23,Electronics,3,5
Not worth the money. Very disappointed.,2024-01-23,Books,4,20
"Great quality, will buy again.",2024-04-21,Electronics,1,4
The item arrived late and was damaged.,2024-03-25,Home & Garden,1,8
Terrible customer service.,2023-11-03,Books,1,20
Fantastic! Highly recommend.,2023-10-31,Clothing,4,14
The worst product I have ever bought.,2024-02-05,Clothing,4,9
Terrible customer service.,2024-01-05,Automotive,4,18
Will definitely buy from this seller again.,2023-10-25,Toys,3,12
The item arrived late and was damaged.,2023-10-03,Office Supplies,3,17
"Great quality, will buy again.",2024-01-23,Home & Garden,3,15
Not worth the money. Very disappointed.,2024-01-06,Health & Beauty,4,12
The item arrived late and was damaged.,2024-03-22,Automotive,5,12
The worst product I have ever bought.,2024-02-06,Electronics,1,4
This product exceeded my expectations!,2024-03-08,Office Supplies,4,16
Will definitely buy from this seller again.,2024-06-11,Toys,2,13
The item arrived late and was damaged.,2023-11-14,Home & Garden,4,5
This product exceeded my expectations!,2023-09-30,Clothing,3,12
I am very happy with this purchase.,2023-12-02,Books,5,5
Excellent value for money.,2023-11-14,Electronics,1,19
Excellent value for money.,2024-06-15,Health & Beauty,4,9
Terrible customer service.,2024-03-26,Home & Garden,3,9
The worst product I have ever bought.,2024-01-15,Clothing,1,5
I am very happy with this purchase.,2023-10-30,Toys,1,9
"Great quality, will buy again.",2024-01-04,Office Supplies,5,14
This product exceeded my expectations!,2023-10-17,Office Supplies,5,8
Will definitely buy from this seller again.,2024-02-09,Sports,4,8
"Great quality, will buy again.",2023-09-04,Office Supplies,1,16
The item arrived late and was damaged.,2023-12-13,Home & Garden,4,11
This product exceeded my expectations!,2023-09-03,Books,3,20
Will definitely buy from this seller again.,2024-03-25,Office Supplies,4,3
The worst product I have ever bought.,2023-10-21,Books,4,5
This product exceeded my expectations!,2024-04-04,Books,1,6
"Great quality, will buy again.",2023-11-25,Office Supplies,3,17
Excellent value for money.,2024-07-31,Health & Beauty,1,1
Terrible customer service.,2024-07-20,Home & Garden,2,2
Terrible customer service.,2024-01-19,Sports,5,15
Terrible customer service.,2024-03-08,Toys,4,0
This product exceeded my expectations!,2024-01-22,Toys,3,6
Fantastic! Highly recommend.,2023-11-03,Toys,2,18
Not worth the money. Very disappointed.,2023-11-08,Books,2,8
This product exceeded my expectations!,2024-03-11,Office Supplies,2,4
Fantastic! Highly recommend.,2024-07-18,Home & Garden,5,10
Terrible customer service.,2024-03-17,Automotive,4,1
Will definitely buy from this seller again.,2023-12-29,Automotive,4,15
The item arrived late and was damaged.,2024-06-25,Sports,3,6
Excellent value for money.,2024-06-11,Books,3,20
Terrible customer service.,2023-12-04,Sports,2,17
I am very happy with this purchase.,2024-04-10,Home & Garden,5,0
I am very happy with this purchase.,2023-09-28,Sports,4,10
"Great quality, will buy again.",2024-02-03,Clothing,5,17
The item arrived late and was damaged.,2024-07-21,Clothing,1,4
This product exceeded my expectations!,2023-11-23,Automotive,5,4
"Great quality, will buy again.",2024-07-20,Office Supplies,1,16
"Great quality, will buy again.",2023-11-09,Clothing,4,12
The worst product I have ever bought.,2023-10-27,Clothing,5,7
The item arrived late and was damaged.,2024-07-14,Office Supplies,4,6
Not worth the money. Very disappointed.,2024-02-01,Sports,1,4
Not worth the money. Very disappointed.,2023-11-25,Electronics,2,8
Fantastic! Highly recommend.,2024-05-27,Clothing,1,15
This product exceeded my expectations!,2024-01-03,Electronics,1,17
I am very happy with this purchase.,2024-01-13,Sports,2,18
I am very happy with this purchase.,2024-01-28,Health & Beauty,5,12
This product exceeded my expectations!,2024-05-05,Automotive,5,18
Fantastic! Highly recommend.,2024-06-17,Clothing,1,2
The worst product I have ever bought.,2023-11-16,Clothing,2,4
Will definitely buy from this seller again.,2023-08-26,Toys,2,17
Terrible customer service.,2023-09-13,Toys,1,20
Fantastic! Highly recommend.,2023-09-10,Sports,5,1
Terrible customer service.,2024-04-26,Sports,1,16
Fantastic! Highly recommend.,2024-06-12,Sports,2,17
Excellent value for money.,2023-10-16,Sports,4,13
Not worth the money. Very disappointed.,2024-05-12,Electronics,4,12
Fantastic! Highly recommend.,2023-11-12,Sports,2,18
Excellent value for money.,2024-04-01,Books,1,6
Fantastic! Highly recommend.,2024-08-08,Electronics,3,10
Fantastic! Highly recommend.,2024-05-16,Electronics,2,18
Will definitely buy from this seller again.,2023-11-09,Toys,5,9
This product exceeded my expectations!,2024-02-05,Sports,4,4
The worst product I have ever bought.,2024-04-06,Automotive,2,16
The worst product I have ever bought.,2023-08-18,Books,3,16
Fantastic! Highly recommend.,2024-01-14,Toys,2,16
I am very happy with this purchase.,2024-05-08,Electronics,1,12
The worst product I have ever bought.,2024-04-06,Electronics,1,19
The worst product I have ever bought.,2023-09-03,Toys,5,2
Will definitely buy from this seller again.,2024-01-07,Home & Garden,3,13
This product exceeded my expectations!,2024-06-22,Health & Beauty,5,20
The worst product I have ever bought.,2024-04-15,Automotive,2,6
The item arrived late and was damaged.,2023-11-18,Automotive,3,17
"Great quality, will buy again.",2023-11-11,Sports,3,19
Terrible customer service.,2024-05-27,Books,3,5
This product exceeded my expectations!,2024-01-09,Toys,3,15
Excellent value for money.,2023-08-18,Sports,2,19
Will definitely buy from this seller again.,2024-02-20,Clothing,2,8
The item arrived late and was damaged.,2024-02-04,Office Supplies,1,11
Excellent value for money.,2023-12-08,Automotive,3,8
Terrible customer service.,2023-11-14,Books,1,15
The item arrived late and was damaged.,2023-10-11,Office Supplies,2,14
The item arrived late and was damaged.,2024-01-14,Books,3,5
"Great quality, will buy again.",2024-06-17,Electronics,4,14
Terrible customer service.,2024-05-14,Health & Beauty,2,1
I am very happy with this purchase.,2023-08-18,Toys,2,2
I am very happy with this purchase.,2023-09-04,Health & Beauty,3,10
The worst product I have ever bought.,2024-03-14,Office Supplies,3,0
The item arrived late and was damaged.,2023-08-17,Office Supplies,4,3
Not worth the money. Very disappointed.,2024-04-21,Office Supplies,2,4
I am very happy with this purchase.,2023-11-14,Clothing,2,12
I am very happy with this purchase.,2024-05-06,Automotive,5,12
Not worth the money. Very disappointed.,2024-06-26,Toys,2,8
The item arrived late and was damaged.,2023-11-12,Toys,3,9
Fantastic! Highly recommend.,2024-03-14,Clothing,5,16
Terrible customer service.,2023-11-13,Clothing,4,9
"Great quality, will buy again.",2024-07-25,Clothing,1,20
The worst product I have ever bought.,2023-10-11,Health & Beauty,4,18
Fantastic! Highly recommend.,2023-10-08,Toys,4,20
Will definitely buy from this seller again.,2023-08-22,Office Supplies,2,0
I am very happy with this purchase.,2024-02-07,Toys,2,19
"Great quality, will buy again.",2024-05-11,Sports,5,17
This product exceeded my expectations!,2024-08-15,Electronics,3,12
The item arrived late and was damaged.,2024-02-16,Automotive,1,3
Not worth the money. Very disappointed.,2024-02-28,Office Supplies,2,7
I am very happy with this purchase.,2024-03-05,Toys,4,0
Terrible customer service.,2023-08-21,Health & Beauty,1,15
Will definitely buy from this seller again.,2023-12-05,Sports,4,20
Terrible customer service.,2024-05-23,Automotive,3,4
Not worth the money. Very disappointed.,2023-09-02,Health & Beauty,2,13
Excellent value for money.,2024-01-08,Home & Garden,1,9
The item arrived late and was damaged.,2023-12-06,Books,4,13
This product exceeded my expectations!,2023-10-15,Office Supplies,2,4
Will definitely buy from this seller again.,2023-08-27,Office Supplies,1,14
"Great quality, will buy again.",2023-10-31,Electronics,5,0
Not worth the money. Very disappointed.,2024-04-06,Health & Beauty,5,13
I am very happy with this purchase.,2024-01-22,Health & Beauty,1,13
Fantastic! Highly recommend.,2024-05-04,Home & Garden,1,3
The worst product I have ever bought.,2024-06-08,Clothing,3,11
The worst product I have ever bought.,2024-05-05,Books,1,18
Terrible customer service.,2023-10-30,Clothing,1,20
Will definitely buy from this seller again.,2023-09-28,Health & Beauty,1,19
Terrible customer service.,2024-07-18,Books,4,11
Excellent value for money.,2023-09-17,Sports,5,2
I am very happy with this purchase.,2024-03-30,Home & Garden,3,17
This product exceeded my expectations!,2023-09-26,Home & Garden,3,8
I am very happy with this purchase.,2024-07-12,Clothing,5,20
This product exceeded my expectations!,2023-12-31,Clothing,3,5
Will definitely buy from this seller again.,2024-06-11,Home & Garden,4,16
"Great quality, will buy again.",2024-04-15,Health & Beauty,3,1
Not worth the money. Very disappointed.,2023-09-28,Books,3,4
Will definitely buy from this seller again.,2024-01-25,Clothing,2,0
Fantastic! Highly recommend.,2024-03-12,Sports,4,6
Terrible customer service.,2023-08-22,Electronics,3,3
"Great quality, will buy again.",2024-03-23,Home & Garden,2,2
Excellent value for money.,2024-04-16,Electronics,2,6
Will definitely buy from this seller again.,2023-09-02,Home & Garden,5,9
Will definitely buy from this seller again.,2024-06-26,Books,1,14
The item arrived late and was damaged.,2024-02-28,Electronics,3,6
This product exceeded my expectations!,2023-08-17,Toys,5,12
Terrible customer service.,2024-04-28,Sports,2,15
Terrible customer service.,2024-08-07,Automotive,5,19
The item arrived late and was damaged.,2024-04-07,Clothing,5,9
Not worth the money. Very disappointed.,2024-06-14,Clothing,5,14
The item arrived late and was damaged.,2024-07-17,Clothing,4,5
This product exceeded my expectations!,2023-08-27,Toys,2,3
Terrible customer service.,2023-10-20,Electronics,4,17
Will definitely buy from this seller again.,2023-08-31,Home & Garden,4,15
Fantastic! Highly recommend.,2024-03-17,Books,3,2
Excellent value for money.,2024-01-23,Toys,5,3
Terrible customer service.,2024-06-21,Automotive,2,4
The worst product I have ever bought.,2023-10-09,Electronics,3,8
Not worth the money. Very disappointed.,2024-01-01,Health & Beauty,1,0
This product exceeded my expectations!,2024-05-10,Toys,4,2
Not worth the money. Very disappointed.,2023-11-15,Home & Garden,4,2
I am very happy with this purchase.,2024-06-15,Electronics,4,6
Will definitely buy from this seller again.,2023-12-12,Clothing,3,13
This product exceeded my expectations!,2024-07-06,Clothing,1,12
Not worth the money. Very disappointed.,2024-02-05,Office Supplies,4,9
This product exceeded my expectations!,2024-04-22,Electronics,5,16
Will definitely buy from this seller again.,2023-11-11,Automotive,5,7
Excellent value for money.,2024-03-05,Office Supplies,5,14
Fantastic! Highly recommend.,2023-09-13,Automotive,2,0
Not worth the money. Very disappointed.,2023-09-21,Electronics,4,1
Will definitely buy from this seller again.,2023-08-21,Health & Beauty,2,12
"Great quality, will buy again.",2024-06-05,Toys,2,6
Not worth the money. Very disappointed.,2023-11-02,Sports,2,3
Will definitely buy from this seller again.,2024-02-11,Books,1,14
"Great quality, will buy again.",2024-05-10,Books,2,17
Not worth the money. Very disappointed.,2023-09-03,Books,2,1
I am very happy with this purchase.,2024-01-03,Electronics,4,3
Not worth the money. Very disappointed.,2024-03-28,Sports,5,1
I am very happy with this purchase.,2024-06-24,Health & Beauty,3,4
Fantastic! Highly recommend.,2024-08-07,Clothing,3,5
Fantastic! Highly recommend.,2023-12-25,Books,5,17
Will definitely buy from this seller again.,2024-07-22,Books,1,15
Excellent value for money.,2024-07-23,Sports,4,0
Will definitely buy from this seller again.,2024-04-16,Home & Garden,4,4
The worst product I have ever bought.,2024-04-04,Toys,3,13
Excellent value for money.,2024-01-08,Toys,3,19
This product exceeded my expectations!,2024-06-21,Office Supplies,2,14
Will definitely buy from this seller again.,2023-10-20,Home & Garden,4,12
The item arrived late and was damaged.,2023-09-07,Toys,5,2
"Great quality, will buy again.",2023-12-02,Clothing,3,3
Terrible customer service.,2024-03-01,Health & Beauty,5,13
The item arrived late and was damaged.,2023-09-14,Health & Beauty,2,1
Excellent value for money.,2024-02-21,Books,1,20
Excellent value for money.,2024-02-04,Electronics,5,14
"Great quality, will buy again.",2024-06-03,Clothing,5,13
I am very happy with this purchase.,2024-04-29,Sports,3,7
I am very happy with this purchase.,2023-10-05,Home & Garden,4,1
Not worth the money. Very disappointed.,2024-01-01,Home & Garden,4,5
This product exceeded my expectations!,2024-08-04,Books,4,12
Fantastic! Highly recommend.,2023-09-05,Office Supplies,2,7
The item arrived late and was damaged.,2024-07-30,Books,1,5
The item arrived late and was damaged.,2024-01-09,Office Supplies,5,17
Not worth the money. Very disappointed.,2024-02-05,Toys,3,8
This product exceeded my expectations!,2023-12-29,Books,4,6
The worst product I have ever bought.,2023-10-26,Clothing,4,16
The item arrived late and was damaged.,2023-09-30,Clothing,1,12
"Great quality, will buy again.",2024-01-05,Home & Garden,2,20
Will definitely buy from this seller again.,2023-10-31,Toys,3,4
Terrible customer service.,2023-09-05,Electronics,2,18
Not worth the money. Very disappointed.,2024-03-01,Sports,3,4
Not worth the money. Very disappointed.,2023-10-27,Clothing,2,17
Excellent value for money.,2024-04-17,Electronics,3,5
Terrible customer service.,2023-10-04,Home & Garden,5,5
"Great quality, will buy again.",2024-03-16,Automotive,3,20
The worst product I have ever bought.,2024-03-06,Toys,2,17
Fantastic! Highly recommend.,2024-06-30,Sports,5,0
The worst product I have ever bought.,2023-10-19,Sports,2,20
This product exceeded my expectations!,2023-09-14,Clothing,4,20
Fantastic! Highly recommend.,2023-09-07,Automotive,4,15
I am very happy with this purchase.,2024-05-13,Clothing,5,11
Not worth the money. Very disappointed.,2024-05-17,Automotive,5,13
This product exceeded my expectations!,2024-02-20,Office Supplies,2,10
This product exceeded my expectations!,2023-08-17,Automotive,4,20
Not worth the money. Very disappointed.,2024-08-10,Electronics,3,5
I am very happy with this purchase.,2023-08-19,Books,3,15
"Great quality, will buy again.",2024-01-06,Automotive,1,19
The worst product I have ever bought.,2024-05-31,Clothing,1,17
Excellent value for money.,2024-02-16,Office Supplies,3,12
