review_text,date,category,rating,helpful_votes
Terrible customer service.,2024-03-05,Electronics,2,11
Excellent value for money.,2023-10-22,Electronics,2,9
Will definitely buy from this seller again.,2023-11-10,Clothing,5,0
The worst product I have ever bought.,2024-02-11,Customer Service,2,11
Excellent value for money.,2024-07-29,Customer Service,3,11
Excellent value for money.,2023-09-09,Automotive,4,0
Fantastic! Highly recommend.,2024-01-12,Home & Garden,5,12
The worst product I have ever bought.,2024-05-15,Automotive,1,17
The worst product I have ever bought.,2023-11-16,Electronics,1,12
Will definitely buy from this seller again.,2024-02-02,Automotive,5,6
This product exceeded my expectations!,2024-06-27,Automotive,1,7
Terrible customer service.,2024-05-04,Customer Service,3,9
Excellent value for money.,2024-06-25,Clothing,4,9
The item arrived late and was damaged.,2024-04-26,Electronics,3,13
The item arrived late and was damaged.,2024-06-02,Electronics,2,5
The item arrived late and was damaged.,2024-07-11,Clothing,5,2
Not worth the money. Very disappointed.,2024-08-05,Electronics,3,14
"Great quality, will buy again.",2024-03-21,Home & Garden,1,6
I am very happy with this purchase.,2024-05-07,Clothing,2,2
Excellent value for money.,2023-09-03,Clothing,2,7
This product exceeded my expectations!,2024-07-06,Electronics,3,13
Fantastic! Highly recommend.,2023-08-14,Customer Service,5,13
Excellent value for money.,2024-03-16,Clothing,2,20
This product exceeded my expectations!,2024-05-25,Clothing,5,7
I am very happy with this purchase.,2023-11-30,Electronics,4,6
I am very happy with this purchase.,2024-05-12,Electronics,5,2
Not worth the money. Very disappointed.,2024-06-02,Electronics,4,4
The item arrived late and was damaged.,2023-11-19,Customer Service,4,13
This product exceeded my expectations!,2023-11-26,Shipping,5,15
I am very happy with this purchase.,2023-12-08,Electronics,1,6
Excellent value for money.,2024-07-16,Automotive,4,11
Terrible customer service.,2023-10-26,Shipping,5,5
Will definitely buy from this seller again.,2024-05-26,Clothing,5,10
Will definitely buy from this seller again.,2024-03-17,Shipping,5,16
I am very happy with this purchase.,2024-05-24,Electronics,3,10
Will definitely buy from this seller again.,2023-12-05,Shipping,2,4
Excellent value for money.,2024-04-13,Clothing,3,10
Fantastic! Highly recommend.,2023-09-09,Shipping,4,8
Will definitely buy from this seller again.,2024-08-02,Automotive,3,18
Will definitely buy from this seller again.,2023-10-18,Automotive,1,3
Fantastic! Highly recommend.,2023-10-24,Clothing,5,0
Excellent value for money.,2024-03-28,Automotive,1,8
Not worth the money. Very disappointed.,2024-03-10,Electronics,4,15
Not worth the money. Very disappointed.,2024-07-07,Automotive,5,19
This product exceeded my expectations!,2024-07-21,Electronics,3,1
The worst product I have ever bought.,2024-05-08,Shipping,3,0
Not worth the money. Very disappointed.,2024-05-25,Automotive,4,16
Not worth the money. Very disappointed.,2023-12-30,Home & Garden,4,6
This product exceeded my expectations!,2024-05-03,Automotive,2,11
The worst product I have ever bought.,2024-05-09,Customer Service,3,4
This product exceeded my expectations!,2024-06-20,Shipping,3,11
"Great quality, will buy again.",2023-09-18,Customer Service,4,8
This product exceeded my expectations!,2023-12-18,Home & Garden,1,4
The item arrived late and was damaged.,2024-03-03,Electronics,4,18
Will definitely buy from this seller again.,2023-09-06,Clothing,3,5
The worst product I have ever bought.,2024-02-25,Shipping,5,1
I am very happy with this purchase.,2024-08-07,Customer Service,3,7
Excellent value for money.,2024-07-30,Clothing,1,5
Excellent value for money.,2023-09-15,Clothing,3,0
"Great quality, will buy again.",2023-12-25,Clothing,1,4
Fantastic! Highly recommend.,2023-08-16,Automotive,1,19
Excellent value for money.,2023-10-07,Electronics,4,17
Will definitely buy from this seller again.,2023-10-07,Home & Garden,1,7
"Great quality, will buy again.",2024-04-14,Home & Garden,4,18
Excellent value for money.,2024-01-21,Electronics,2,12
The item arrived late and was damaged.,2024-06-04,Shipping,3,6
The worst product I have ever bought.,2023-11-08,Home & Garden,4,10
Terrible customer service.,2023-08-21,Automotive,1,4
Excellent value for money.,2024-03-31,Customer Service,2,6
Will definitely buy from this seller again.,2024-08-10,Shipping,4,14
"Great quality, will buy again.",2023-10-06,Electronics,5,6
"Great quality, will buy again.",2023-09-06,Automotive,5,6
I am very happy with this purchase.,2024-04-27,Home & Garden,1,16
I am very happy with this purchase.,2023-11-03,Customer Service,5,5
Will definitely buy from this seller again.,2024-05-03,Shipping,1,18
This product exceeded my expectations!,2023-10-18,Electronics,5,6
Not worth the money. Very disappointed.,2024-03-06,Shipping,1,11
Terrible customer service.,2024-06-04,Home & Garden,4,14
Will definitely buy from this seller again.,2024-04-25,Customer Service,4,19
Not worth the money. Very disappointed.,2023-08-13,Automotive,3,14
Fantastic! Highly recommend.,2023-08-25,Electronics,3,15
"Great quality, will buy again.",2024-02-28,Shipping,2,8
Will definitely buy from this seller again.,2023-11-03,Electronics,4,5
Will definitely buy from this seller again.,2023-08-13,Automotive,3,12
The item arrived late and was damaged.,2023-08-28,Home & Garden,5,0
I am very happy with this purchase.,2024-03-04,Home & Garden,1,4
Not worth the money. Very disappointed.,2024-06-04,Home & Garden,1,5
Fantastic! Highly recommend.,2023-08-18,Home & Garden,5,12
Fantastic! Highly recommend.,2024-01-28,Home & Garden,4,19
The item arrived late and was damaged.,2023-11-06,Clothing,3,15
Excellent value for money.,2024-06-28,Clothing,5,9
I am very happy with this purchase.,2024-04-28,Clothing,2,12
Not worth the money. Very disappointed.,2023-11-16,Shipping,1,14
Will definitely buy from this seller again.,2024-07-19,Home & Garden,4,19
"Great quality, will buy again.",2024-01-14,Electronics,5,6
I am very happy with this purchase.,2024-07-29,Customer Service,4,20
Fantastic! Highly recommend.,2024-01-23,Clothing,4,10
This product exceeded my expectations!,2024-05-30,Customer Service,3,12
Terrible customer service.,2023-08-14,Home & Garden,1,7
Not worth the money. Very disappointed.,2023-11-04,Electronics,5,2
"Great quality, will buy again.",2024-06-10,Clothing,2,0
Fantastic! Highly recommend.,2024-01-25,Clothing,2,1
The worst product I have ever bought.,2024-03-27,Electronics,2,17
"Great quality, will buy again.",2023-08-27,Shipping,5,14
"Great quality, will buy again.",2024-04-18,Automotive,1,1
Terrible customer service.,2023-08-22,Clothing,3,5
Excellent value for money.,2023-11-05,Home & Garden,1,7
I am very happy with this purchase.,2024-02-28,Home & Garden,5,14
I am very happy with this purchase.,2024-03-30,Shipping,3,15
Terrible customer service.,2024-03-23,Customer Service,4,7
Will definitely buy from this seller again.,2023-11-11,Automotive,5,5
Not worth the money. Very disappointed.,2024-03-27,Home & Garden,3,17
I am very happy with this purchase.,2023-08-19,Automotive,1,12
Excellent value for money.,2024-07-28,Electronics,4,14
Fantastic! Highly recommend.,2024-08-09,Electronics,1,18
I am very happy with this purchase.,2024-01-26,Electronics,4,8
Not worth the money. Very disappointed.,2023-09-23,Shipping,3,20
Will definitely buy from this seller again.,2023-08-23,Shipping,2,8
Fantastic! Highly recommend.,2023-10-19,Automotive,5,15
Fantastic! Highly recommend.,2024-06-13,Customer Service,3,12
The worst product I have ever bought.,2023-10-28,Home & Garden,1,5
This product exceeded my expectations!,2023-12-10,Automotive,1,12
Excellent value for money.,2023-09-02,Automotive,2,16
Terrible customer service.,2024-01-28,Customer Service,3,0
"Great quality, will buy again.",2024-06-03,Shipping,2,10
This product exceeded my expectations!,2024-05-20,Electronics,2,15
Fantastic! Highly recommend.,2024-02-23,Automotive,5,4
Not worth the money. Very disappointed.,2023-10-02,Automotive,2,6
I am very happy with this purchase.,2024-03-22,Customer Service,4,1
I am very happy with this purchase.,2024-01-19,Clothing,3,0
Will definitely buy from this seller again.,2024-01-29,Home & Garden,5,17
Not worth the money. Very disappointed.,2023-11-20,Shipping,2,2
Not worth the money. Very disappointed.,2024-06-07,Home & Garden,5,16
The worst product I have ever bought.,2023-09-02,Shipping,2,14
This product exceeded my expectations!,2023-09-26,Clothing,4,16
I am very happy with this purchase.,2023-10-15,Clothing,3,5
Terrible customer service.,2024-05-14,Shipping,2,13
Fantastic! Highly recommend.,2024-04-17,Clothing,3,16
"Great quality, will buy again.",2024-04-02,Home & Garden,5,11
This product exceeded my expectations!,2024-02-15,Automotive,3,11
This product exceeded my expectations!,2023-10-08,Clothing,4,17
I am very happy with this purchase.,2024-02-18,Clothing,1,0
Terrible customer service.,2024-05-08,Home & Garden,1,7
The worst product I have ever bought.,2023-10-17,Clothing,1,13
The item arrived late and was damaged.,2023-11-16,Customer Service,1,0
The item arrived late and was damaged.,2023-12-29,Electronics,3,1
Will definitely buy from this seller again.,2024-03-03,Shipping,5,19
Excellent value for money.,2023-09-25,Home & Garden,1,2
This product exceeded my expectations!,2024-08-09,Automotive,1,4
The item arrived late and was damaged.,2024-03-15,Home & Garden,2,14
The item arrived late and was damaged.,2024-03-10,Clothing,2,15
The worst product I have ever bought.,2024-05-15,Customer Service,3,2
I am very happy with this purchase.,2023-10-10,Shipping,5,9
Excellent value for money.,2024-05-05,Home & Garden,2,3
Not worth the money. Very disappointed.,2024-04-24,Customer Service,1,0
I am very happy with this purchase.,2024-04-13,Automotive,5,3
Will definitely buy from this seller again.,2024-04-02,Customer Service,2,3
Excellent value for money.,2024-01-26,Electronics,3,12
Fantastic! Highly recommend.,2024-01-11,Clothing,4,12
I am very happy with this purchase.,2024-06-01,Clothing,4,17
Not worth the money. Very disappointed.,2024-08-06,Shipping,4,16
Terrible customer service.,2023-09-04,Shipping,5,1
Not worth the money. Very disappointed.,2024-06-28,Shipping,1,14
This product exceeded my expectations!,2024-01-14,Clothing,5,3
This product exceeded my expectations!,2024-06-12,Automotive,2,2
Fantastic! Highly recommend.,2024-05-06,Clothing,5,20
Fantastic! Highly recommend.,2024-04-12,Electronics,3,1
Excellent value for money.,2024-06-06,Electronics,1,2
Fantastic! Highly recommend.,2023-09-30,Clothing,4,2
Not worth the money. Very disappointed.,2024-07-30,Customer Service,1,17
"Great quality, will buy again.",2024-04-23,Electronics,3,5
Not worth the money. Very disappointed.,2024-07-14,Automotive,2,19
I am very happy with this purchase.,2024-03-11,Home & Garden,1,2
Will definitely buy from this seller again.,2024-03-26,Shipping,5,8
Terrible customer service.,2024-02-16,Electronics,4,15
The worst product I have ever bought.,2024-02-25,Shipping,3,8
This product exceeded my expectations!,2024-02-06,Electronics,5,12
The worst product I have ever bought.,2023-11-02,Electronics,5,8
This product exceeded my expectations!,2024-06-07,Customer Service,2,3
I am very happy with this purchase.,2024-05-27,Clothing,4,17
This product exceeded my expectations!,2023-11-01,Electronics,1,2
This product exceeded my expectations!,2024-03-23,Electronics,2,2
Will definitely buy from this seller again.,2024-02-14,Home & Garden,4,12
Terrible customer service.,2024-01-22,Clothing,3,11
"Great quality, will buy again.",2024-01-29,Home & Garden,4,18
I am very happy with this purchase.,2023-09-30,Home & Garden,4,0
The item arrived late and was damaged.,2024-04-19,Shipping,5,2
"Great quality, will buy again.",2024-06-24,Clothing,3,6
Excellent value for money.,2024-08-11,Customer Service,1,3
Will definitely buy from this seller again.,2023-10-21,Home & Garden,1,14
Not worth the money. Very disappointed.,2023-09-24,Automotive,1,20
I am very happy with this purchase.,2023-12-28,Customer Service,2,15
The item arrived late and was damaged.,2024-03-22,Shipping,4,3
Fantastic! Highly recommend.,2024-03-14,Home & Garden,1,20
I am very happy with this purchase.,2024-02-07,Automotive,3,3
This product exceeded my expectations!,2023-10-06,Automotive,2,0
I am very happy with this purchase.,2024-07-21,Shipping,5,4
This product exceeded my expectations!,2023-11-17,Electronics,1,11
This product exceeded my expectations!,2024-08-09,Clothing,5,0
Excellent value for money.,2023-11-10,Shipping,5,18
Not worth the money. Very disappointed.,2024-04-13,Customer Service,5,1
Will definitely buy from this seller again.,2024-05-27,Clothing,1,8
This product exceeded my expectations!,2023-10-17,Customer Service,5,5
The item arrived late and was damaged.,2024-04-13,Shipping,5,4
Not worth the money. Very disappointed.,2023-10-08,Customer Service,1,0
The item arrived late and was damaged.,2024-04-02,Customer Service,1,8
I am very happy with this purchase.,2024-04-01,Shipping,2,20
Not worth the money. Very disappointed.,2023-09-12,Home & Garden,3,11
The worst product I have ever bought.,2023-10-17,Electronics,3,20
Will definitely buy from this seller again.,2023-10-21,Home & Garden,2,1
Excellent value for money.,2024-05-30,Clothing,3,9
I am very happy with this purchase.,2023-09-11,Clothing,5,4
Not worth the money. Very disappointed.,2024-07-30,Home & Garden,1,13
This product exceeded my expectations!,2024-05-16,Home & Garden,4,13
The item arrived late and was damaged.,2024-07-21,Home & Garden,3,13
Fantastic! Highly recommend.,2023-12-18,Shipping,1,1
Terrible customer service.,2023-12-06,Shipping,1,7
Fantastic! Highly recommend.,2023-10-09,Customer Service,3,5
"Great quality, will buy again.",2024-04-10,Customer Service,4,11
Will definitely buy from this seller again.,2024-03-09,Clothing,4,8
This product exceeded my expectations!,2024-02-24,Customer Service,4,8
Excellent value for money.,2024-06-16,Customer Service,1,18
Not worth the money. Very disappointed.,2023-11-29,Electronics,5,4
The item arrived late and was damaged.,2023-08-24,Clothing,5,20
"Great quality, will buy again.",2024-07-14,Customer Service,2,20
Fantastic! Highly recommend.,2023-08-26,Clothing,1,13
Not worth the money. Very disappointed.,2024-05-24,Clothing,1,17
Will definitely buy from this seller again.,2024-04-20,Clothing,3,18
The item arrived late and was damaged.,2024-06-22,Clothing,2,18
The worst product I have ever bought.,2024-07-10,Electronics,2,10
Excellent value for money.,2024-05-31,Clothing,3,6
Not worth the money. Very disappointed.,2023-09-11,Automotive,3,17
The worst product I have ever bought.,2024-01-01,Shipping,4,2
Fantastic! Highly recommend.,2024-08-06,Clothing,4,8
Excellent value for money.,2024-05-13,Electronics,1,4
This product exceeded my expectations!,2024-05-29,Shipping,1,0
Excellent value for money.,2023-10-13,Electronics,5,8
Terrible customer service.,2024-01-12,Automotive,2,1
Fantastic! Highly recommend.,2023-11-26,Shipping,5,18
Excellent value for money.,2024-04-19,Home & Garden,1,16
This product exceeded my expectations!,2024-02-05,Electronics,2,7
Terrible customer service.,2024-02-20,Automotive,3,8
The item arrived late and was damaged.,2023-11-21,Customer Service,4,5
Fantastic! Highly recommend.,2023-12-27,Home & Garden,4,16
Fantastic! Highly recommend.,2024-03-23,Customer Service,3,6
The worst product I have ever bought.,2023-10-25,Clothing,5,2
Will definitely buy from this seller again.,2023-09-16,Electronics,4,18
Will definitely buy from this seller again.,2024-08-09,Clothing,4,14
Not worth the money. Very disappointed.,2024-02-27,Automotive,3,1
The item arrived late and was damaged.,2024-02-01,Electronics,5,18
Excellent value for money.,2023-09-17,Electronics,5,17
Terrible customer service.,2024-06-26,Automotive,4,1
This product exceeded my expectations!,2023-09-21,Electronics,4,5
Not worth the money. Very disappointed.,2024-06-16,Customer Service,4,13
I am very happy with this purchase.,2023-12-15,Electronics,4,17
Terrible customer service.,2023-12-09,Shipping,1,12
Fantastic! Highly recommend.,2024-03-18,Automotive,1,19
Not worth the money. Very disappointed.,2024-03-29,Automotive,3,13
Fantastic! Highly recommend.,2023-10-18,Customer Service,2,13
This product exceeded my expectations!,2023-09-30,Customer Service,3,16
The item arrived late and was damaged.,2024-05-09,Shipping,4,1
This product exceeded my expectations!,2024-03-05,Clothing,2,10
Excellent value for money.,2023-10-25,Customer Service,5,8
I am very happy with this purchase.,2023-11-27,Automotive,4,18
This product exceeded my expectations!,2024-06-04,Electronics,2,0
Fantastic! Highly recommend.,2023-12-05,Shipping,3,5
Will definitely buy from this seller again.,2023-11-02,Home & Garden,3,6
Fantastic! Highly recommend.,2023-12-12,Customer Service,2,0
Will definitely buy from this seller again.,2023-12-29,Electronics,3,19
The item arrived late and was damaged.,2024-07-06,Customer Service,1,13
Terrible customer service.,2024-06-16,Home & Garden,1,9
Will definitely buy from this seller again.,2024-07-06,Home & Garden,4,14
This product exceeded my expectations!,2023-10-29,Electronics,2,18
The worst product I have ever bought.,2023-10-24,Electronics,5,12
Excellent value for money.,2024-03-20,Shipping,1,11
The item arrived late and was damaged.,2024-03-13,Customer Service,1,1
This product exceeded my expectations!,2023-09-20,Customer Service,3,5
Fantastic! Highly recommend.,2024-07-25,Home & Garden,4,19
Excellent value for money.,2024-07-07,Shipping,5,4
"Great quality, will buy again.",2024-07-10,Clothing,1,2
Will definitely buy from this seller again.,2023-09-20,Shipping,3,14
Fantastic! Highly recommend.,2024-04-13,Electronics,4,9
Excellent value for money.,2024-07-20,Shipping,1,17
I am very happy with this purchase.,2023-09-04,Customer Service,1,20
"Great quality, will buy again.",2024-02-27,Electronics,2,19
The item arrived late and was damaged.,2024-07-02,Clothing,1,20
Excellent value for money.,2023-09-27,Clothing,4,15
Not worth the money. Very disappointed.,2023-11-12,Clothing,2,17
"Great quality, will buy again.",2024-03-29,Electronics,3,6
Will definitely buy from this seller again.,2024-06-11,Clothing,3,0
The worst product I have ever bought.,2024-06-21,Clothing,3,19
I am very happy with this purchase.,2024-05-31,Clothing,3,16
Excellent value for money.,2023-12-08,Clothing,2,11
This product exceeded my expectations!,2023-08-28,Shipping,1,17
I am very happy with this purchase.,2023-09-13,Shipping,2,19
This product exceeded my expectations!,2023-08-18,Automotive,3,15
I am very happy with this purchase.,2023-09-28,Automotive,4,13
Not worth the money. Very disappointed.,2023-08-17,Electronics,1,3
This product exceeded my expectations!,2024-07-03,Clothing,3,3
Terrible customer service.,2024-01-20,Home & Garden,5,16
I am very happy with this purchase.,2024-06-12,Clothing,2,13
"Great quality, will buy again.",2023-11-05,Clothing,2,20
The item arrived late and was damaged.,2023-12-12,Shipping,5,12
The item arrived late and was damaged.,2023-10-06,Automotive,1,0
I am very happy with this purchase.,2023-11-27,Shipping,4,9
Excellent value for money.,2023-12-12,Clothing,4,8
I am very happy with this purchase.,2023-11-16,Automotive,4,9
"Great quality, will buy again.",2024-05-25,Clothing,5,16
This product exceeded my expectations!,2023-11-17,Electronics,2,11
Terrible customer service.,2023-09-19,Shipping,2,14
Not worth the money. Very disappointed.,2023-09-30,Automotive,4,10
Terrible customer service.,2024-03-27,Home & Garden,5,2
Will definitely buy from this seller again.,2024-05-20,Shipping,2,13
I am very happy with this purchase.,2024-04-27,Home & Garden,2,11
Will definitely buy from this seller again.,2024-06-05,Customer Service,3,10
Terrible customer service.,2024-06-03,Customer Service,1,10
Terrible customer service.,2023-09-01,Electronics,2,4
The worst product I have ever bought.,2023-12-08,Home & Garden,4,0
"Great quality, will buy again.",2023-12-20,Home & Garden,2,19
Terrible customer service.,2024-07-16,Customer Service,3,12
This product exceeded my expectations!,2023-10-27,Electronics,1,1
The item arrived late and was damaged.,2023-09-06,Shipping,1,1
The worst product I have ever bought.,2024-06-24,Automotive,2,5
The worst product I have ever bought.,2024-06-03,Electronics,1,0
Will definitely buy from this seller again.,2024-04-09,Home & Garden,1,19
"Great quality, will buy again.",2023-10-12,Shipping,2,17
Excellent value for money.,2023-12-09,Home & Garden,4,2
Will definitely buy from this seller again.,2024-07-01,Electronics,2,14
"Great quality, will buy again.",2024-05-19,Clothing,3,11
"Great quality, will buy again.",2023-11-27,Electronics,2,5
Fantastic! Highly recommend.,2024-01-30,Customer Service,5,5
Will definitely buy from this seller again.,2023-10-23,Clothing,4,17
The item arrived late and was damaged.,2024-03-24,Clothing,3,5
"Great quality, will buy again.",2024-01-18,Clothing,2,6
"Great quality, will buy again.",2024-03-12,Clothing,5,16
The item arrived late and was damaged.,2023-09-14,Shipping,1,12
The worst product I have ever bought.,2024-05-22,Automotive,2,12
The item arrived late and was damaged.,2024-08-07,Electronics,5,17
Fantastic! Highly recommend.,2023-10-09,Customer Service,3,8
The item arrived late and was damaged.,2024-08-05,Clothing,1,18
The item arrived late and was damaged.,2024-02-14,Automotive,2,8
This product exceeded my expectations!,2024-02-05,Automotive,2,0
"Great quality, will buy again.",2024-01-29,Electronics,1,1
Not worth the money. Very disappointed.,2024-01-09,Automotive,3,18
The worst product I have ever bought.,2024-06-12,Customer Service,3,3
Excellent value for money.,2024-05-03,Clothing,4,10
This product exceeded my expectations!,2024-07-14,Clothing,4,10
This product exceeded my expectations!,2024-02-19,Electronics,2,12
Excellent value for money.,2024-02-21,Automotive,2,17
Terrible customer service.,2024-04-07,Shipping,3,7
The item arrived late and was damaged.,2024-07-14,Automotive,3,11
Fantastic! Highly recommend.,2024-05-05,Clothing,5,20
"Great quality, will buy again.",2024-03-16,Shipping,2,19
The item arrived late and was damaged.,2024-03-31,Home & Garden,2,8
Terrible customer service.,2023-10-22,Home & Garden,1,15
Terrible customer service.,2023-09-28,Customer Service,1,12
Fantastic! Highly recommend.,2023-09-03,Home & Garden,1,0
Terrible customer service.,2024-06-13,Customer Service,1,19
The item arrived late and was damaged.,2024-07-16,Customer Service,5,12
Terrible customer service.,2024-04-15,Shipping,5,0
"Great quality, will buy again.",2024-02-13,Automotive,2,9
The item arrived late and was damaged.,2023-08-16,Shipping,4,8
"Great quality, will buy again.",2023-09-25,Shipping,1,12
Terrible customer service.,2024-07-18,Customer Service,4,4
Excellent value for money.,2024-03-12,Home & Garden,3,15
The item arrived late and was damaged.,2024-01-08,Automotive,1,3
Not worth the money. Very disappointed.,2024-06-30,Customer Service,2,9
The worst product I have ever bought.,2023-11-07,Automotive,1,9
I am very happy with this purchase.,2024-07-04,Electronics,4,0
I am very happy with this purchase.,2023-10-20,Electronics,3,8
I am very happy with this purchase.,2024-03-15,Shipping,3,8
Not worth the money. Very disappointed.,2024-05-20,Home & Garden,2,4
Terrible customer service.,2024-01-24,Automotive,4,12
Fantastic! Highly recommend.,2023-10-01,Automotive,2,4
The worst product I have ever bought.,2023-09-05,Clothing,2,9
Terrible customer service.,2023-10-13,Clothing,5,3
Fantastic! Highly recommend.,2023-11-14,Home & Garden,4,10
Not worth the money. Very disappointed.,2024-04-03,Home & Garden,2,5
Not worth the money. Very disappointed.,2023-08-22,Automotive,4,10
Excellent value for money.,2024-05-22,Shipping,3,14
Will definitely buy from this seller again.,2024-01-13,Automotive,3,4
Fantastic! Highly recommend.,2023-09-12,Home & Garden,4,14
Fantastic! Highly recommend.,2024-05-16,Automotive,4,10
This product exceeded my expectations!,2024-06-15,Shipping,1,17
Will definitely buy from this seller again.,2023-12-27,Home & Garden,1,8
The worst product I have ever bought.,2023-12-12,Electronics,2,1
Will definitely buy from this seller again.,2023-12-29,Electronics,2,12
Will definitely buy from this seller again.,2024-07-31,Customer Service,1,0
Excellent value for money.,2024-02-11,Home & Garden,5,4
"Great quality, will buy again.",2024-04-10,Shipping,3,8
Fantastic! Highly recommend.,2023-11-09,Customer Service,5,4
This product exceeded my expectations!,2024-05-06,Clothing,1,7
Not worth the money. Very disappointed.,2024-07-27,Electronics,3,1
I am very happy with this purchase.,2024-03-15,Automotive,2,18
Excellent value for money.,2024-02-21,Clothing,2,5
This product exceeded my expectations!,2024-01-27,Clothing,5,7
Not worth the money. Very disappointed.,2023-10-04,Customer Service,1,9
Terrible customer service.,2024-04-08,Customer Service,2,15
Excellent value for money.,2024-07-27,Customer Service,2,18
Terrible customer service.,2024-06-08,Shipping,3,18
"Great quality, will buy again.",2024-02-26,Home & Garden,4,20
The item arrived late and was damaged.,2024-07-16,Automotive,3,6
This product exceeded my expectations!,2024-03-21,Home & Garden,1,9
The worst product I have ever bought.,2023-11-13,Home & Garden,2,0
This product exceeded my expectations!,2024-04-05,Automotive,1,20
"Great quality, will buy again.",2024-07-03,Clothing,5,7
Excellent value for money.,2023-10-26,Automotive,3,9
I am very happy with this purchase.,2024-04-03,Automotive,4,0
Terrible customer service.,2024-04-08,Home & Garden,2,15
Not worth the money. Very disappointed.,2023-10-31,Shipping,2,3
This product exceeded my expectations!,2024-04-11,Customer Service,4,9
The item arrived late and was damaged.,2023-09-29,Clothing,2,15
I am very happy with this purchase.,2023-11-29,Shipping,5,12
Terrible customer service.,2023-11-13,Shipping,5,11
The worst product I have ever bought.,2024-06-14,Clothing,2,18
Will definitely buy from this seller again.,2023-10-02,Shipping,2,12
The worst product I have ever bought.,2024-02-13,Shipping,3,19
"Great quality, will buy again.",2024-04-22,Automotive,1,7
The worst product I have ever bought.,2024-05-31,Shipping,2,5
The worst product I have ever bought.,2023-11-03,Automotive,3,18
I am very happy with this purchase.,2024-05-31,Shipping,3,16
Will definitely buy from this seller again.,2023-10-04,Customer Service,2,13
The worst product I have ever bought.,2023-10-18,Home & Garden,5,17
This product exceeded my expectations!,2023-12-03,Electronics,5,2
The item arrived late and was damaged.,2024-05-26,Customer Service,4,19
Not worth the money. Very disappointed.,2024-07-14,Electronics,5,10
Not worth the money. Very disappointed.,2024-07-22,Automotive,4,16
This product exceeded my expectations!,2024-02-26,Home & Garden,2,8
Excellent value for money.,2023-10-14,Shipping,3,11
Fantastic! Highly recommend.,2024-07-08,Electronics,2,14
The item arrived late and was damaged.,2024-07-09,Customer Service,3,10
I am very happy with this purchase.,2024-04-01,Automotive,4,10
I am very happy with this purchase.,2023-10-05,Automotive,3,2
Not worth the money. Very disappointed.,2023-10-26,Electronics,1,14
Fantastic! Highly recommend.,2024-04-11,Automotive,3,4
Not worth the money. Very disappointed.,2024-07-09,Shipping,2,2
The worst product I have ever bought.,2024-07-28,Clothing,4,20
Will definitely buy from this seller again.,2023-12-23,Home & Garden,5,1
"Great quality, will buy again.",2024-01-18,Clothing,3,4
This product exceeded my expectations!,2024-06-08,Electronics,5,13
Will definitely buy from this seller again.,2023-10-06,Home & Garden,3,15
The item arrived late and was damaged.,2023-10-14,Electronics,4,17
Not worth the money. Very disappointed.,2024-03-08,Shipping,1,20
The worst product I have ever bought.,2023-12-15,Shipping,1,10
Not worth the money. Very disappointed.,2024-01-04,Clothing,1,3
Will definitely buy from this seller again.,2023-12-11,Home & Garden,4,4
"Great quality, will buy again.",2024-07-03,Customer Service,4,17
The worst product I have ever bought.,2023-09-08,Home & Garden,3,11
The item arrived late and was damaged.,2024-03-27,Clothing,1,6
Not worth the money. Very disappointed.,2024-03-12,Automotive,1,19
Terrible customer service.,2024-07-02,Automotive,5,7
"Great quality, will buy again.",2024-07-19,Shipping,1,15
Terrible customer service.,2024-04-14,Shipping,3,14
Terrible customer service.,2024-03-25,Shipping,5,18
Excellent value for money.,2024-07-31,Automotive,1,0
The worst product I have ever bought.,2024-06-09,Clothing,2,1
"Great quality, will buy again.",2023-10-04,Clothing,5,7
The worst product I have ever bought.,2024-06-13,Clothing,5,4
Will definitely buy from this seller again.,2024-04-18,Home & Garden,1,0
"Great quality, will buy again.",2023-11-30,Automotive,4,3
Fantastic! Highly recommend.,2024-04-01,Clothing,4,3
Excellent value for money.,2024-01-25,Automotive,1,19
Terrible customer service.,2024-03-22,Clothing,1,3
The item arrived late and was damaged.,2024-07-01,Shipping,3,9
Fantastic! Highly recommend.,2024-06-09,Electronics,2,4
Excellent value for money.,2023-10-09,Electronics,4,17
The worst product I have ever bought.,2023-12-14,Electronics,3,19
Not worth the money. Very disappointed.,2024-05-24,Shipping,5,16
Excellent value for money.,2023-10-10,Home & Garden,5,1
I am very happy with this purchase.,2023-11-20,Automotive,3,5
Fantastic! Highly recommend.,2023-12-16,Electronics,5,18
Excellent value for money.,2023-11-13,Electronics,2,4
This product exceeded my expectations!,2024-05-25,Shipping,5,14
"Great quality, will buy again.",2024-07-12,Home & Garden,5,11
Excellent value for money.,2024-05-04,Customer Service,3,18
I am very happy with this purchase.,2024-04-24,Shipping,3,9
I am very happy with this purchase.,2024-04-21,Electronics,1,13
"Great quality, will buy again.",2024-03-07,Shipping,2,18
The item arrived late and was damaged.,2023-10-16,Clothing,2,4
Not worth the money. Very disappointed.,2024-03-05,Home & Garden,3,13
Will definitely buy from this seller again.,2023-08-26,Clothing,3,13
Not worth the money. Very disappointed.,2024-06-04,Automotive,3,18
Will definitely buy from this seller again.,2024-01-04,Automotive,1,2
The worst product I have ever bought.,2023-11-16,Electronics,2,11
Will definitely buy from this seller again.,2024-03-08,Electronics,1,3
The item arrived late and was damaged.,2024-08-07,Automotive,2,9
I am very happy with this purchase.,2024-06-19,Clothing,3,13
